command,mean,stddev,median,user,system,min,max
$GIGGLE_ROOT/bin/giggle search -i split_stats_b_m -q GSM1218850_MB135DMMD.peak.q100.bed.gz,0.058883977340000004,0.00042418272631334546,0.058831946940000004,0.05315283999999997,0.00573212,0.05821420544,0.060353847440000004
