command,mean,stddev,median,user,system,min,max
$GIGGLE_ROOT/bin/giggle search -i split_stats_b -q GSM1218850_MB135DMMD.peak.q100.bed.gz,0.059051921914693876,0.0005088443123209759,0.058950880180000005,0.05230880857142859,0.006741488163265304,0.05807585618000001,0.06034612818000001
