command,mean,stddev,median,user,system,min,max
/home/sspathare97/layerlab/giggle/bin/giggle search -i split_stats_b_m -r 1:1-50000 -m -u 'mean>0.0003',0.0035060910681889777,0.0005422508271568081,0.0033619860800000005,0.002974596692913382,0.0005560202362204725,0.00283441258,0.010824484580000002
