command,mean,stddev,median,user,system,min,max
$GIGGLE_ROOT/bin/giggle search -i split_stats_b_m -r 1:1-50000 -m,0.0035420469646408864,0.0004794461690889922,0.0034472046000000004,0.0030072174953959478,0.0005688710865561694,0.0027772796000000003,0.0056387466
