command,mean,stddev,median,user,system,min,max
$GIGGLE_ROOT/bin/giggle search -i fastlz1 -q GSM1218850_MB135DMMD.peak.q100.bed.gz,0.05918466978392158,0.005092363369844835,0.059785759980000006,0.03783761843137255,0.021315941176470583,0.05178323798,0.07408010998
