command,mean,stddev,median,user,system,min,max
$GIGGLE_ROOT/bin/giggle search -i zlib1 -q GSM1218850_MB135DMMD.peak.q100.bed.gz,0.0741007698446154,0.006043988273777413,0.07165701646000001,0.055843518461538455,0.018248049230769225,0.06748732846000001,0.09228525846
