command,mean,stddev,median,user,system,min,max
$GIGGLE_ROOT/bin/giggle search -i uncompressed -r 1:1-1000000,0.009189936953191499,0.0005627173892833024,0.0090503129,0.00495622709219858,0.004235085390070924,0.0082692079,0.0106013019
