command,mean,stddev,median,user,system,min,max
$GIGGLE_ROOT/bin/giggle search -i zlib9 -r 1:1-1000000,0.012624523881379305,0.0005751466442043636,0.01248667264,0.005127496945812809,0.007492615960591133,0.01160951164,0.01442773764
