command,mean,stddev,median,user,system,min,max
$GIGGLE_ROOT/bin/giggle search -i fastlz1 -r 1:1-1000000,0.012986395793333336,0.0014712858360844863,0.01247858378,0.004174342933333331,0.008823754488888887,0.01138921178,0.01959861078
